Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,City,State,School_Level,Location,During_Classes,Duration_min,Situation,Targets,Shots_Fired
20230324NJTHM,3,24,2023,3/24/2023,Thunderbolt Academy,0,0,0,0,Millville,NJ,High,Front of School,Yes,1.0,,Victims Targeted,99
20230324INNOM,3,24,2023,3/24/2023,Northridge Middle School,0,0,0,1,Middlebury,IN,Middle,Parking Lot,Yes,1.0,Suicide/Attempted,Victims Targeted,1
20230323TNHAM,3,23,2023,3/23/2023,Hamilton High Schol,0,0,0,0,Memphis,TN,High,Outside on School Property,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20230322PAHAP,3,22,2023,3/22/2023,Hardy Williams Mastery Charter School,0,0,0,0,Philadelphia,PA,K-12,Beside Building,Yes,1.0,,Victims Targeted,15
20230322COEAD,3,22,2023,3/22/2023,East High School,0,2,2,1,Denver,CO,High,Office,Yes,1.0,Anger Over Grade/Suspension/Discipline,Victims Targeted,99
20230322ALANA,3,22,2023,3/22/2023,Anniston High School,0,1,1,0,Anniston,AL,High,Inside School Building,Yes,1.0,Accidental,Neither,1
20230321TXTHD,3,21,2023,3/21/2023,Thomas Jefferson High School,0,1,1,0,Dallas,TX,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20230320TXLAA,3,20,2023,3/20/2023,Lamar High School,1,1,2,0,Arlington,TX,High,Front of School,Yes,1.0,,Victims Targeted,2
20230319ORFOS,3,19,2023,3/19/2023,Foster Elementary School,0,0,0,0,Sweet Home,OR,Elementary,Beside Building,No,1.0,Psychosis,Neither,6
20230316NYPSB,3,16,2023,3/16/2023,PS 49 Willis Avenue School,0,1,1,0,Bronx,NY,Elementary,Basketball Court,No,1.0,Escalation of Dispute,Victims Targeted,10
20230316NCLOD,3,16,2023,3/16/2023,Lowe's Grove Middle School,0,0,0,0,Durham,NC,Middle,Inside School Building,Yes,1.0,Illegal Activity,Victims Targeted,0
20230316DCCOW,3,16,2023,3/16/2023,Coolidge High School,0,0,0,0,Washington,DC,High,Front of School,Yes,1.0,Illegal Activity,Victims Targeted,5
20230315MICEW,3,15,2023,3/15/2023,Century Park Learning Center,0,0,0,0,Wyoming,MI,Elementary,Outside on School Property,Yes,1.0,,,10
20230315COINB,3,15,2023,3/15/2023,Innovation and Options Charter School,0,1,1,0,Brighton,CO,High,Outside on School Property,Yes,1.0,Escalation of Dispute,Victims Targeted,15
20230315CALIG,3,15,2023,3/15/2023,Liberty Ranch High School,0,2,2,0,Galt,CA,High,Front of School,No,1.0,Drive-by Shooting,Victims Targeted,99
20230314NYMAM,3,14,2023,3/14/2023,Martin Luther King Jr. Educational Campus,0,1,1,0,New York,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,3
20230314NYHAN,3,14,2023,3/14/2023,Harlem Renaissance High School,0,2,2,0,New York,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20230313NYPSN,3,14,2023,3/14/2023,PS 57 James Weldon Johnson,0,0,0,0,New York,NY,Middle,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,4
20230309WIBAM,3,9,2023,3/9/2023,Barack Obama School,0,0,0,0,Milwaukee,WI,High,Front of School (Bus),Yes,1.0,Escalation of Dispute,Neither,1
20230309OHMAM,3,9,2023,3/9/2023,Maple Heights High School,0,1,1,0,Maple Heights,OH,High,Parking Lot,Yes,1.0,,Victims Targeted,99
20230308WVHIH,3,8,2023,3/8/2023,Hinton Area Elementary School,0,0,0,0,Hinton,WV,Elementary,Outside on School Property,No,1.0,Illegal Activity,Neither,99
20230308PAHEP,3,8,2023,3/8/2023,Heston Elementary School,0,1,1,0,Philadelphia,PA,Elementary,Front of School,Yes,1.0,,Victims Targeted,14
20230307INTHI,3,7,2023,3/7/2023,Thomas Carr Howe High School,1,0,1,0,Indianapolis,IN,High,Parking Lot,No,1.0,,Victims Targeted,99
20230306TXPAA,3,6,2023,3/6/2023,Palo Duro High School,0,1,1,0,Amarillo,TX,High,Basketball Court,Yes,1.0,Drive-by Shooting,Random Shooting,99
20230306NYPAN,3,6,2023,3/6/2023,Park West High School,0,1,1,0,New York,NY,High,Front of School,Yes,1.0,,Victims Targeted,1
20230306MISTR,3,6,2023,3/6/2023,Steeland Elementary School,0,1,1,0,Roseville,MI,Elementary,Front of School,Yes,1.0,,Victims Targeted,99
20230306MDPAB,3,6,2023,3/6/2023,Patterson High School,1,0,1,0,Baltimore,MD,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20230306MDLEB,3,6,2023,3/6/2023,Leith Walk Elementary\Middle School,0,0,0,0,Baltimore,MD,K-8,Basketball Court,No,1.0,Escalation of Dispute,Victims Targeted,0
20230303MTGAL,3,3,2023,3/3/2023,Garfield Elementary School,0,1,1,0,Lewistown,MT,Elementary,Playground,Yes,1.0,,Random Shooting,99
20230301ILSAC,3,1,2023,3/1/2023,Sawyer Elementary School,1,0,1,0,Chicago,IL,Elementary,Playground,No,1.0,Illegal Activity,Random Shooting,99
20230301ILMAM,3,1,2023,3/1/2023,Marion Junior High School,0,0,0,0,Marion,IL,Middle,Football Field/Track,Yes,1.0,Drive-by Shooting,Random Shooting,99
20230301GASAS,3,1,2023,3/1/2023,Savannah High School,0,1,1,0,Savannah,GA,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20230301CONOP,3,1,2023,3/1/2023,North Mesa Elementary School,0,0,0,1,Pueblo,CO,Elementary,Playground,Yes,1.0,Hostage/Standoff,Random Shooting,99
20230227CAGAC,2,27,2023,2/27/2023,Gahr High School,1,0,1,0,Cerritos,CA,High,Parking Lot,No,1.0,Drive-by Shooting,Victims Targeted,99
20230223OHWOC,2,23,2023,2/23/2023,Woodward Career Technical High School,0,1,1,0,Cincinnati,OH,High,Inside School Building,Yes,1.0,,Victims Targeted,99
20230222COESE,2,22,2023,2/22/2023,Estes Park Elementary School,0,0,0,0,Estes Park,CO,Elementary,Inside School Building,Yes,1.0,Accidental,Neither,1
20230221LARUR,2,21,2023,2/21/2023,Ruston High School,0,0,0,0,Ruston,LA,High,Field (General),No,1.0,Accidental,Neither,99
20230217NCERE,2,17,2023,2/17/2023,Erwin Elementary School,0,0,0,0,Erwin,NC,Elementary,Bathroom,Yes,1.0,,Victims Targeted,0
20230217ILCAC,2,17,2023,2/17/2023,Catalyst Circle Rock Charter School,0,1,1,0,Chicago,IL,K-12,Beside Building,Yes,1.0,Drive-by Shooting,Victims Targeted,99
20230216TXGAG,2,16,2023,2/16/2023,Galena Park High School,1,0,1,0,Galena Park,TX,High,Parking Lot,No,1.0,Illegal Activity,Victims Targeted,3
20230215TXDAH,2,15,2023,2/15/2023,Davis High School,0,0,0,0,Houston,TX,High,Parking Lot,No,1.0,Escalation of Dispute,Both,99
20230215OHCOC,2,15,2023,2/15/2023,Collinwood High School,0,0,0,0,Cleveland,OH,High,Front of School,Yes,1.0,,Victims Targeted,99
20230215MDWAB,2,15,2023,2/15/2023,Walter P. Carter Elementary/Middle School,0,1,1,0,Baltimore,MD,K-8,Front of School,Yes,1.0,,,99
20230214PAWEP,2,14,2023,2/14/2023,Westinghouse Academy,0,4,4,0,Pittsburgh,PA,6-Dec,Front of School,Yes,1.0,,Both,10
20230214GAMID,2,14,2023,2/14/2023,Miller Grove Middle School,0,0,0,0,Decatur,GA,Middle,Classroom,Yes,1.0,,,1
20230213TXDAD,2,13,2023,2/13/2023,Dalhart Senior High School,1,0,1,0,Dalhart,TX,High,Parking Lot,Yes,1.0,Accidental,Neither,1
20230213COEMD,2,13,2023,2/13/2023,Emily Griffith High School,0,2,2,0,Denver,CO,High,Parking Lot,Yes,1.0,Escalation of Dispute,Both,99
20230213NYPSS,2,13,2023,2/13/2023,PS 78,0,0,0,0,Staten Island,NY,Elementary,Beside Building,Yes,1.0,,Random Shooting,99
20230213COEAD,2,13,2023,2/13/2023,East High School,0,1,1,0,Denver,CO,High,Parking Lot,Yes,1.0,,Victims Targeted,99
20230210CAHEF,2,10,2023,2/10/2023,Heaton Elementary School,0,1,1,0,Fresno,CA,Elementary,School Bus,Yes,1.0,,Victims Targeted,1
20230208NYWIB,2,8,2023,2/8/2023,Williamsburg Charter High School,0,3,3,0,Brooklyn,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20230206FLMIM,2,6,2023,2/6/2023,Miami Norland Senior High School,0,1,1,0,Miami Gardens,FL,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,3
20230206DEAPM,2,6,2023,2/6/2023,Appoquinimink High School,0,0,0,0,Middletown,DE,High,Hallway,No,1.0,Escalation of Dispute,Victims Targeted,1
20230206ARKIF,2,6,2023,2/6/2023,Kimmons Middle School,0,0,0,0,Fort Smith,AR,Middle,Gym,No,1.0,Escalation of Dispute,Victims Targeted,0
20230202UTPAS,2,2,2023,2/2/2023,Paradise Canyon Elementary,0,0,0,0,St. George,UT,Elementary,Basketball Court,No,1.0,Escalation of Dispute,Neither,99
20230202OHRIP,2,2,2023,2/2/2023,Ridgeview Junior High School ,0,0,0,1,Pickerington,OH,Middle,Office,Yes,1.0,Suicide/Attempted,Victims Targeted,1
20230131OKGEG,1,31,2023,1/31/2023,Geary Elementary School,0,0,0,0,Geary,OK,Elementary,Parking Lot,Yes,1.0,Accidental,Neither,2
20230131ILZIZ,1,31,2023,1/31/2023,Zion-Benton Township High School,0,0,0,0,Zion,IL,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20230130DCCOW,1,30,2023,1/30/2023,Coolidge High School,1,0,1,0,Washington,DC,High,Front of School,Yes,1.0,Escalation of Dispute,,99
20230130AZGIY,1,30,2023,1/30/2023,Gila Ridge High School,0,2,2,0,Yuma,AZ,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20230130ALHOM,1,30,2023,1/30/2023,Holloway Elementary School,0,0,0,0,Mobile,AL,Elementary,Parking Lot,Yes,1.0,Drive-by Shooting,,99
20230128MOGLS,1,28,2023,1/28/2023,Glendale High School,0,1,1,0,Springfield,MO,High,Parking Lot,No,1.0,Illegal Activity,Victims Targeted,15
20230127NJHOW,1,27,2023,1/27/2023,Holly Glen Elementary School,0,0,0,0,Williamstown,NJ,Elementary,Outside on School Property,No,1.0,Escalation of Dispute,Victims Targeted,1
20230126UTTAT,1,26,2023,1/26/2023,Taylorsville High School,0,0,0,0,Taylorsville,UT,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,1
20230125OHTOT,1,25,2023,1/25/2023,Toledo Public Schools Bus,0,0,0,0,Toledo,OH,Other,School Bus,Yes,1.0,Drive-by Shooting,Both,46
20230124MOTHK,1,24,2023,1/24/2023,The Plaza Academy,0,1,1,0,Kansas City,MO,High,Beside Building,Yes,1.0,Drive-by Shooting,,
20230123TXABA,1,23,2023,1/23/2023,Abilene Independent School District Bus,0,2,2,0,Abilene,TX,Other,School Bus,Yes,1.0,,Random Shooting,99
20230123IASTD,1,23,2023,1/23/2023,Starts Right Here Charter School,2,1,3,0,Des Moines,IA,High,Hallway,Yes,1.0,Escalation of Dispute,Both,99
20230122WAMOT,1,22,2023,1/22/2023,Mount Tahoma High School,0,2,2,0,Tacoma,WA,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20230121FLGLB,1,21,2023,1/21/2023,Glades Central High School,0,0,0,0,Belle Glade,FL,High,Outside on School Property,,1.0,,,99
20230120MNWAS,1,20,2023,1/20/2023,Washington Technology Magnet School,0,1,1,0,Saint Paul,MN,6-Dec,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20230119NYEAB,1,19,2023,1/19/2023,Eagle Academy Charter,0,1,1,0,Brooklyn,NY,High,Front of School,No,1.0,Escalation of Dispute,Victims Targeted,99
20230118OKDED,1,18,2023,1/18/2023,Del City High School,0,1,1,0,Del City,OK,High,Gym,No,1.0,,,4
20230118NYCAQ,1,18,2023,1/18/2023,Q492 Campus Magnet High School,0,2,2,0,Queens,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20230117FLMAB,1,17,2023,1/17/2023,Mantatee County School Bus,0,0,0,0,Bradenton,FL,Other,School Bus,Yes,1.0,Intentional Property Damage,Neither,99
20230111VTSPV,1,11,2023,1/11/2023,Spaulding High School,0,1,1,0,Barre,VT,High,Outside on School Property,Yes,1.0,,Victims Targeted,1
20230111VALAP,1,11,2023,1/11/2023,Lakeview Elementary School,0,0,0,0,Portsmouth,VA,Elementary,Outside on School Property,Yes,1.0,,,99
20230110UTWES,1,10,2023,1/10/2023,Westlake High School (bus),0,1,1,0,Saratoga Springs,UT,High,School Bus,No,1.0,Drive-by Shooting,Random Shooting,99
20230110OHJOC,1,10,2023,1/10/2023,John Adams High School,1,0,1,0,Cleveland,OH,High,Front of School,Yes,1.0,,,99
20230110LABON,1,10,2023,1/10/2023,Booker T. Washington High School,0,1,1,0,New Orleans,LA,High,Front of School,Yes,1.0,Drive-by Shooting,,99
20230110KYSAS,1,10,2023,1/10/2023,Stanford Elementary School,0,0,1,0,Stanford,KY,Elementary,Office,No,1.0,Accidental,Neither,1
20230110DEWIN,1,10,2023,1/10/2023,William Penn High School,0,0,0,0,New Castle,DE,High,Bathroom,Yes,1.0,,,1
20230109VAPRW,1,9,2023,1/9/2023,Prince Williams County School Bus,0,0,0,0,Woodbridge,VA,Other,School Bus,Yes,1.0,Intentional Property Damage,,99
20230107ORFRP,1,7,2023,1/7/2023,Franklin High School,0,1,1,0,Portland,OR,High,Parking Lot,No,1.0,,Victims Targeted,99
20230106VARIN,1,6,2023,1/6/2023,Richneck Elementary School,0,1,1,0,Newport News,VA,Elementary,Classroom,Yes,1.0,,Victims Targeted,
20230106MIOAD,1,6,2023,1/6/2023,Oak Park High School,0,1,1,0,Detroit,MI,High,Beside Building,No,1.0,Illegal Activity,Victims Targeted,99
20230106MDBEB,1,6,2023,1/6/2023,Benjamin Franklin High School,0,2,2,0,Baltimore,MD,High,Front of School,Yes,1.0,Escalation of Dispute,Both,99
20230106FLWEA,1,6,2023,1/7/2023,Wekiva High School,0,1,1,0,Apopka,FL,High,Parking Lot,No,1.0,Escalation of Dispute,Both,99
20230105OHBEC,1,5,2023,1/5/2023,Beechcroft High School,0,0,0,0,Columbus,OH,High,Beside Building,Yes,1.0,,,99
20230105NYFRR,1,5,2023,1/5/2023,Franklin High School,0,0,0,0,Rochester,NY,High,Front of School,Yes,1.0,,Victims Targeted,99
20230104MITRD,1,4,2023,1/4/2023,Trix Academy,1,0,1,0,Detroit,MI,K-8,Beside Building,No,1.0,,Victims Targeted,30
20221221CTNEN,12,21,2022,12/21/2022,New Haven Public Schools,0,0,0,0,New Haven,CT,Elementary,School Bus,Yes,1.0,,Neither,1
20221221CAWOW,12,21,2022,12/21/2022,Woodland Christian School,0,0,0,0,Woodland,CA,K-12,Front of School,No,1.0,Illegal Activity,Random Shooting,99
20221216ILBEC,12,16,2022,12/16/2022,Benito Juarez High School,2,2,4,0,Chicago,IL,High,Front of School,Yes,1.0,Escalation of Dispute,Both,8
20221214OHLIC,12,14,2022,12/14/2022,Linden-McKinley STEM Academy,0,0,0,0,Columbus,OH,High,Outside on School Property,Yes,1.0,,,99
20221212ORGRP,12,12,2022,12/12/2022,Grover Cleveland High School,0,1,1,0,Portland,OR,High,Beside Building,Yes,1.0,,Victims Targeted,99
20221210TNBRC,12,10,2022,12/10/2022,Brainerd High School,0,0,0,0,Chattanooga,TN,High,Parking Lot,No,1.0,,,99
20221209PAMEP,12,9,2022,12/9/2022,Memphis Street Academy Charter School,1,0,1,0,Philadelphia,PA,High,Beside Building,No,1.0,,Victims Targeted,6
20221209OHMED,12,9,2022,12/9/2022,Meadowdale High School,0,0,0,0,Dayton,OH,High,Parking Lot,No,1.0,Escalation of Dispute,Both,5
20221208NCFUG,12,8,2022,12/8/2022,Fuquay-Varina Middle School,0,0,0,0,Fuquay-Varina,NC,Middle,Classroom,Yes,1.0,Indiscriminate Shooting,,1
20221208MDSUD,12,8,2022,12/8/2022,Suitland High School,0,1,1,0,District Heights,MD,High,Football Field/Track,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20221206MOCOS,12,6,2022,12/6/2022,Confluence Preparatory Academy,0,0,0,0,St. Louis,MO,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20221206MDHAH,12,6,2022,12/6/2022,Hagerstown Public School Bus,0,0,0,0,Hagerstown,MD,Elementary,School Bus,Yes,1.0,Intentional Property Damage,,1
20221206INSUW,12,6,2022,12/6/2022,Sugar Creek Consolidated Elementary School,0,0,0,0,West Terre Haute,IN,Elementary,Field (General),Yes,1.0,,,99
20221206ILMIC,12,6,2022,12/6/2022,Michele Clark Magnet High School,1,0,1,0,Chicago,IL,High,Front of School,Yes,1.0,,,99
20221206ALLEM,12,6,2022,12/6/2022,Robert E Lee High School,0,0,0,0,Montgomery,AL,High,Front of School,Yes,1.0,,,99
20221205TNFRM,12,5,2022,12/5/2022,Freedom Prep High School,0,1,1,0,Memphis,TN,High,Inside School Building,Yes,1.0,Accidental,,1
20221203WISOM,12,3,2022,12/3/2022,South Division High School,1,0,1,0,Milwaukee,WI,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,7
20221202DEDEW,12,2,2022,12/2/2022,Delcastle Technical High School,0,0,0,0,Wilmington,DE,High,School Bus,Yes,1.0,Drive-by Shooting,Both,99
20221122MISTS,11,18,2022,11/18/2022,Standish-Sterling Central School Bus,0,0,0,0,Standish,MI,Other,School Bus,Yes,1.0,Accidental,Neither,1
20221121MIHED,11,21,2022,11/21/2022,Henry Ford High School,0,2,2,0,Detroit,MI,High,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20221118NYROS,11,18,2022,11/18/2022,Roberts Elementary School,0,0,0,0,Syracuse,NY,Elementary,Parking Lot,Yes,1.0,,,99
20221118DCJAW,11,18,2022,11/18/2022,Jackson Reed High School,0,0,0,0,Washington,DC,High,Front of School,Yes,1.0,,,13
20221117CAEAL,11,17,2022,11/17/2022,Eagle Rock High School,0,0,0,0,Los Angeles,CA,High,Field (General),No,1.0,,,8
20221117INSOC,11,17,2022,11/17/2022,South Vermillion High School,0,1,1,0,Clinton,IN,High,Classroom,Yes,1.0,Accidental,Neither,1
20221116ORMCM,11,16,2022,11/16/2022,McMinnville High School,0,0,0,0,McMinnville,OR,High,Front of School,No,1.0,Intentional Property Damage,Neither,5
20221116NCLUL,11,16,2022,11/16/2022,Lumberton High School,0,1,1,0,Lumberton,NC,High,Parking Lot,No,1.0,,Victims Targeted,99
20221115TNMAN,11,15,2022,11/15/2022,Martin Luther King Jr. Magnet High School,1,0,1,0,Nashville,TN,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20221115LABAB,11,15,2022,11/15/2022,Ball Elementary School,0,2,2,0,Ball,LA,Elementary,Parking Lot,Yes,1.0,Illegal Activity,Victims Targeted,99
20221112FLJOO,11,12,2022,11/12/2022,Jones High School,1,2,3,0,Orlando,FL,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20221111MSRAR,11,11,2022,11/11/2022,Raymond High School,0,1,1,0,Raymond,MS,High,Parking Lot,No,1.0,,Both,
20221109KYCAC,11,9,2022,11/9/2022,Caneyville Elementary School,0,0,0,0,Caneyville,KY,Elementary,Hallway,No,1.0,Accidental,Neither,1
20221108WAINS,11,8,2022,11/8/2022,Ingraham High School,1,0,1,0,Seattle,WA,High,Hallway,Yes,1.0,Escalation of Dispute,Victims Targeted,
20221106VAHUH,11,6,2022,11/6/2022,Hutchison Elementary School,0,0,0,0,Herndon,VA,Elementary,Beside Building,No,1.0,,Neither,99
20221105TXDAF,11,5,2022,11/5/2022,David K Sellars Elementary,0,1,1,0,Forest Hill,TX,Elementary,Inside School Building,No,1.0,Accidental,Neither,
20221104KYVAL,11,4,2022,11/4/2022,Valley High School,0,0,0,0,Louisville,KY,High,Parking Lot,Yes,1.0,Escalation of Dispute,Victims Targeted,0
20221103GASHS,11,3,2022,11/3/2022,Shuman Elementary School,0,1,1,0,Savana,GA,Elementary,Front of School,No,1.0,,,
20221102DCMCW,11,2,2022,11/2/2022,MacFarland Middle School,0,0,0,0,Washington,DC,Middle,Parking Lot,Yes,1.0,,,99
20221029TXAVA,10,29,2022,10/29/2022,Avondale Elementary School,0,1,1,0,Amarillo,TX,Elementary,Playground,No,1.0,Escalation of Dispute,Victims Targeted,99
20221029COCRH,10,29,2022,10/29/2022,Cresthill Middle School,0,0,0,0,Highlands Ranch,CO,Middle,Football Field/Track,No,1.0,Accidental,Neither,1
20221028TXROR,10,28,2022,10/28/2022,Rowlett High School,0,0,0,0,Rowlett,TX,High,Bathroom,No,1.0,Escalation of Dispute,Victims Targeted,0
20221028NCWAT,10,28,2022,10/28/2022,Wallace Rose Hill High School,0,0,0,0,Teachey,NC,High,Football Field/Track,No,1.0,Escalation of Dispute,Victims Targeted,99
20221028ARROR,10,28,2022,10/28/2022,Rogers School District Bus,0,0,0,0,Rogers,AR,K-12,School Bus,Yes,1.0,Intentional Property Damage,Random Shooting,99
20221026TXUTU,10,26,2022,10/26/2022,Utopia High School,0,0,0,0,Utopia,TX,High,Inside School Building,Yes,1.0,Accidental,Neither,1
20221026ILMIW,10,26,2022,10/26/2022,Miguel Juarez Middle School,0,1,1,0,Waukegan,IL,Middle,Field (General),Yes,1.0,,Victims Targeted,5
20221025PAPAP,10,25,2022,10/25/2022,Passport Academy Charter School,0,0,0,0,Pittsburgh,PA,Elementary,Front of School,Yes,1.0,,,2
20221025NYTOS,10,25,2022,10/25/2022,Totten High School,0,1,1,0,Staten Island,NY,High,Front of School,Yes,1.0,Escalation of Dispute,Both,7
20221024MOCES,10,24,2022,10/24/2022,Central Visual and Performing Arts High,2,7,9,1,St. Louis,MO,High,Inside School Building,Yes,14.0,Indiscriminate Shooting,Random Shooting,99
20221022OHDUC,10,22,2022,10/22/2022,Duxberry Park Alternative Elementary School,0,1,1,0,Columbus,OH,Elementary,Parking Lot,No,1.0,,Both,99
20221022ILCHC,10,22,2022,10/22/2022,Chalmers Elementary School,1,1,2,0,Chicago,IL,Elementary,Playground,No,1.0,Drive-by Shooting,Both,99
20221021OHSHS,10,21,2022,10/21/2022,Shaker Heights High School,0,1,1,0,Shaker Heights,OH,High,Front of School,Yes,1.0,Officer-Involved Shooting,Victims Targeted,99
20221021CAGRS,10,21,2022,10/21/2022,Grant Union High School,1,0,1,0,Sacramento,CA,High,Parking Lot,No,1.0,Escalation of Dispute,,99
20221020PAPAP,10,20,2022,10/20/2022,Parkway West High School,0,1,1,0,Philadelphia,PA,High,School Bus,Yes,1.0,,Victims Targeted,99
20221020COCAD,10,20,2022,10/20/2022,Castro Elementary School,0,0,0,0,Denver,CO,Elementary,Field (General),No,1.0,,Neither,0
20221019TNROR,10,19,2022,10/19/2022,Rockvale Middle School,0,1,1,0,Rockvale,TN,Middle,Outside on School Property,No,1.0,Domestic w/ Targeted Victim,Victims Targeted,1
20221018ORJEP,10,18,2022,10/18/2022,Jefferson High School,0,2,2,0,Portland,OR,High,Beside Building,Yes,1.0,Drive-by Shooting,Both,12
20221018NVSUL,10,18,2022,10/18/2022,Sunrise Mountain High School,1,0,1,0,Las Vegas,NV,High,Parking Lot,No,1.0,,Victims Targeted,
20221017FLORT,10,17,2022,10/17/2022,Orange Grove Magnet Middle School,0,0,0,0,Tampa,FL,Middle,Front of School,Yes,1.0,Drive-by Shooting,Victims Targeted,99
20221017CAWIS,10,17,2022,10/17/2022,Willow Glen Middle School,0,0,0,0,San Jose,CA,Middle,Front of School,Yes,1.0,Drive-by Shooting,Random Shooting,99
20221016VAFAR,10,16,2022,10/16/2022,Fairfield Court Elementary School,0,3,3,0,Richmond,VA,Elementary,Front of School,No,1.0,,,99
20221014VAWER,10,14,2022,10/14/2022,"Westover Hills Elementary School
",1,1,2,0,Richmond,VA,Elementary,Front of School,Yes,1.0,Escalation of Dispute,Victims Targeted,99
20221014TNRIM,10,14,2022,10/14/2022,Riverdale High School,0,0,0,0,Murfreesboro,TN,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20221014NCJAG,10,14,2022,10/14/2022,James B. Dudley High School,0,1,1,0,Greensboro,NC,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20221014LAJHA,10,14,2022,10/14/2022,J.H. Williams Middle School,0,0,0,0,Abbeville,LA,Middle,Front of School,No,1.0,,,99
20221014LABOB,10,14,2022,10/14/2022,Bogalusa High School,0,0,0,1,Bogalusa,LA,High,Football Field/Track,No,1.0,,,18
20221013TXJOD,10,13,2022,10/13/2022,John W Carpenter Elementary School,0,0,0,0,Dallas,TX,Elementary,Cafeteria,Yes,1.0,Accidental,Neither,1
20221013NYSCB,10,13,2022,10/13/2022,School Bus,0,1,1,0,Brooklyn,NY,Other,School Bus,Yes,1.0,,Victims Targeted,99
20221012NCCAC,10,12,2022,10/12/2022,Cary High School,0,0,0,0,Cary,NC,High,Bathroom,Yes,1.0,Accidental,,1
20221011ORREP,10,11,2022,10/11/2022,Reynolds High School,0,0,0,0,Portland,OR,High,Parking Lot,Yes,1.0,Escalation of Dispute,,99
20221011KSSAS,10,11,2022,10/11/2022,Salina South High School,0,0,0,0,Salina,KS,High,Parking Lot,Yes,1.0,,,1
20221010WIJAM,10,10,2022,10/10/2022,James Madison Academic Campus,0,1,1,0,Milwaukee,WI,High,Front of School,Yes,1.0,,,5
20221009MAWAA,10,9,2022,10/9/2022,Walton Elementary School,0,1,1,0,Auburn,ME,Elementary,Beside Building,No,1.0,,,
20221008MOJCK,10,8,2022,10/8/2022,J. C. Harmon High School,0,0,0,0,Kansas City,KS,High,Parking Lot,No,1.0,Escalation of Dispute,,99
20221007OHWHT,10,7,2022,10/7/2022,Whitmer High School,0,3,3,0,Toledo,OH,High,Football Field/Track,No,1.0,Escalation of Dispute,Both,12
20221007NCJHG,10,7,2022,10/7/2022,J. H. Rose High School,0,1,1,0,Greenville,NC,High,Football Field/Track,No,1.0,,,99
20221007MIBAB,10,7,2022,10/7/2022,Battle Creek High School,0,0,0,0,Battle Creek,MI,High,Parking Lot,No,1.0,Drive-by Shooting,,6
20221007AZCAP,10,7,2022,10/7/2022,Carl Hayden Community High School,0,0,0,0,Phoenix,AZ,High,Football Field/Track,No,1.0,,,99
20221006OHMAC,10,6,2022,10/6/2022,Marion-Franklin High School,0,0,0,0,Columbus,OH,High,Parking Lot,No,1.0,Escalation of Dispute,Victims Targeted,99
20221004NCPIS,10,4,2022,10/4/2022,Pinecrest High School,0,0,0,0,Southern Pine,NC,High,School Bus,Yes,1.0,Accidental,Neither,
20221004MAJB,10,4,2022,10/4/2022,Jeremiah Burke High School,0,1,1,0,Boston,MA,High,Front of School,Yes,1.0,,Victims Targeted,
20221003MIOXO,10,3,2022,10/3/2022,Oxford Middle School,0,0,0,0,Oxford,MI,Middle,Bathroom,Yes,1.0,Accidental,Neither,1
20221001CACOO,10,1,2022,10/1/2022,Colony High School,0,1,1,0,Ontario,CA,High,Football Field/Track,No,1.0,,Victims Targeted,99
20220930OKMCT,9,30,2022,9/30/2022,McLain High School,1,3,4,0,Tulsa,OK,High,Football Field/Track,No,1.0,,,99
20220930NYNEN,9,30,2022,9/30/2022,Newburgh Free Academy,0,3,3,0,Newburgh,NY,High,Parking Lot,No,1.0,Escalation of Dispute,Both,5
20220928LASEB,9,28,2022,9/28/2022,Second Chance Academy,0,0,0,0,Baton Rouge,LA,High,Parking Lot,Yes,1.0,Escalation of Dispute,Neither,99
20220928CARUO,9,28,2022,9/28/2022,Rudsdale Continuation High School,1,5,6,0,Oakland,CA,High,Inside School Building,Yes,,Escalation of Dispute,Both,30
