year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2010,08,New Mexico,4055,3688,7743,4251,4050,8301
2010,08,New York,5282,11396,16678,5951,13760,19711
2010,08,North Carolina,385,10312,10698,456,12228,12684
2010,08,North Dakota,937,2628,3565,1096,2835,3931
2010,08,Ohio,16286,13090,29376,20211,15893,36104
2010,08,Oklahoma,8471,8242,16713,9559,9212,18771
2010,08,Oregon,7292,8224,15516,8528,10109,18638
2010,08,Pennsylvania,133,51923,52056,132,59045,59177
2010,08,Puerto Rico,628,200,828,619,162,781
2010,08,Rhode Island,718,601,1319,834,681,1515
2010,08,South Carolina,5085,5208,10294,6369,5838,12207
2010,08,South Dakota,1486,3460,4946,1702,3839,5541
2010,08,Tennessee,14372,11625,25996,16449,12927,29376
2010,08,Texas,29742,35524,65266,34440,35472,69913
2010,08,United States,323983,418803,742786,372530,462280,834810
2010,08,Utah,2203,3199,5402,2884,4024,6908
2010,08,Vermont,799,1097,1895,907,1316,2223
2010,08,Virgin Islands,21,1,22,,,
2010,08,Virginia,13610,11795,25406,15938,13708,29646
2010,08,Washington,10322,8725,19048,11841,10014,21855
2010,08,West Virginia,4256,5537,9793,4988,6895,11883
2010,08,Wisconsin,5626,10688,16314,6412,11566,17978
2010,08,Wyoming,1361,1884,3245,1528,2044,3572
2010,09,Alabama,9580,12034,21614,11627,13110,24737
2010,09,Alaska,2081,3262,5343,2563,3220,5782
2010,09,Arizona,8390,6588,14978,9726,6938,16664
2010,09,Arkansas,4293,7172,11465,5331,7061,12393
2010,09,California,20043,22477,42520,24020,26137,50156
2010,09,Colorado,12560,13048,25608,14590,14020,28611
2010,09,Connecticut,4046,3661,7707,4653,3875,8528
2010,09,Delaware,820,920,1739,959,959,1918
2010,09,District of Columbia,30,1,31,34,1,35
2010,09,Florida,29308,16545,45854,33649,18871,52520
2010,09,Georgia,8004,8466,16469,10089,9290,19379
2010,09,Guam,20,26,46,22,30,51
2010,09,Hawaii,0,0,0,,,
2010,09,Idaho,2219,4566,6785,2508,4244,6752
2010,09,Illinois,9827,10538,20365,11699,11217,22916
2010,09,Indiana,9453,9994,19447,11960,10961,22921
2010,09,Iowa,44,3649,3693,62,3689,3750
2010,09,Kansas,4861,6214,11075,6290,6748,13037
2010,09,Kentucky,7539,9099,16639,9314,9965,19279
2010,09,Louisiana,9505,15706,25211,9457,11880,21337
2010,09,Maine,2409,4870,7279,2463,3800,6263
2010,09,Mariana Islands,0,0,0,,,
2010,09,Maryland,3159,4085,7245,3826,4431,8257
2010,09,Massachusetts,2844,2115,4959,3331,2222,5554
2010,09,Michigan,1387,14231,15618,1685,12320,14005
2010,09,Minnesota,5546,17130,22677,6280,11446,17727
2010,09,Mississippi,4173,7338,11512,5287,7797,13083
2010,09,Missouri,12958,13158,26116,15168,13975,29142
2010,09,Montana,2517,5344,7861,2723,4716,7439
2010,09,Nebraska,77,2665,2742,93,2661,2753
2010,09,Nevada,3985,3286,7271,4780,3745,8525
2010,09,New Hampshire,2559,2882,5441,2813,2641,5454
2010,09,New Jersey,2314,2247,4562,2593,2493,5085
2010,09,New Mexico,3829,3853,7682,4416,4106,8523
2010,09,New York,5538,15826,21364,6257,13843,20100
2010,09,North Carolina,374,11064,11438,456,12146,12602
2010,09,North Dakota,950,3648,4598,1105,2906,4012
2010,09,Ohio,17074,14424,31498,20945,16193,37137
2010,09,Oklahoma,8005,8250,16255,10240,9208,19448
2010,09,Oregon,7542,10583,18125,8659,9942,18601
2010,09,Pennsylvania,99,57012,57111,134,59679,59813
2010,09,Puerto Rico,586,200,787,595,153,748
2010,09,Rhode Island,733,642,1375,851,672,1523
2010,09,South Carolina,5584,5763,11346,7251,5870,13122
2010,09,South Dakota,1581,4732,6313,1802,4015,5818
2010,09,Tennessee,13795,11985,25780,16652,13229,29881
2010,09,Texas,28083,39022,67106,35142,35029,70171
2010,09,United States,317887,472096,789983,374443,467697,842139
2010,09,Utah,2379,3895,6274,2919,3926,6845
2010,09,Vermont,970,1632,2603,1041,1377,2419
2010,09,Virgin Islands,36,6,42,,,
2010,09,Virginia,12692,12329,25021,15249,13025,28274
2010,09,Washington,10114,10322,20437,12242,10497,22739
2010,09,West Virginia,4323,7042,11365,5172,7112,12285
2010,09,Wisconsin,5733,14226,19960,6423,11926,18349
2010,09,Wyoming,1314,2322,3637,1493,2116,3608
2010,10,Alabama,9727,13894,23621,11703,13251,24954
2010,10,Alaska,2852,4078,6930,2451,3147,5598
2010,10,Arizona,8208,6274,14483,9592,6782,16374
2010,10,Arkansas,4096,8880,12977,4988,6950,11938
2010,10,California,23486,24587,48073,24644,25868,50512
2010,10,Colorado,12702,14568,27270,14602,14191,28793
2010,10,Connecticut,4160,4224,8384,4553,3723,8276
2010,10,Delaware,839,1072,1912,905,906,1811
2010,10,District of Columbia,28,1,29,24,2,26
2010,10,Florida,31086,19055,50141,33314,18832,52146
2010,10,Georgia,8771,11473,20244,10056,9500,19556
2010,10,Guam,18,30,47,19,25,44
2010,10,Hawaii,0,0,0,,,
2010,10,Idaho,2114,4771,6885,2448,4108,6557
2010,10,Illinois,10208,11906,22114,11035,11074,22109
2010,10,Indiana,10808,12925,23732,11973,11424,23397
2010,10,Iowa,53,4724,4777,61,3699,3760
2010,10,Kansas,5762,7753,13515,6139,6681,12820
2010,10,Kentucky,8023,11255,19279,9304,9864,19168
2010,10,Louisiana,7849,16088,23936,8939,11970,20908
2010,10,Maine,2499,6676,9175,2423,3700,6122
2010,10,Mariana Islands,0,0,0,,,
2010,10,Maryland,3315,4892,8207,3744,4122,7866
2010,10,Massachusetts,3188,2411,5599,3419,2181,5600
2010,10,Michigan,1493,15344,16837,1637,12063,13700
2010,10,Minnesota,5755,19639,25395,6127,11762,17889
2010,10,Mississippi,4415,9405,13820,5134,8033,13167
2010,10,Missouri,13519,17393,30912,14625,13854,28478
2010,10,Montana,2306,6654,8960,2624,4653,7277
2010,10,Nebraska,106,3680,3785,115,2729,2845
2010,10,Nevada,4149,3286,7435,4534,3495,8029
2010,10,New Hampshire,2836,3453,6289,2850,2626,5476
2010,10,New Jersey,2420,2531,4951,2629,2245,4874
2010,10,New Mexico,3862,3931,7794,4123,3906,8029
2010,10,New York,5647,18580,24228,6098,14003,20102
2010,10,North Carolina,436,13269,13705,452,11992,12444
2010,10,North Dakota,1040,5477,6516,1095,3087,4182
2010,10,Ohio,19447,17222,36668,20962,15651,36613
2010,10,Oklahoma,8261,9588,17849,9816,9013,18829
2010,10,Oregon,7218,9802,17020,8361,9864,18225
2010,10,Pennsylvania,117,62590,62707,152,59241,59393
2010,10,Puerto Rico,559,112,671,533,127,660
2010,10,Rhode Island,777,725,1502,831,660,1491
2010,10,South Carolina,5161,6141,11302,6612,5805,12417
2010,10,South Dakota,1601,7033,8634,1805,4116,5921
2010,10,Tennessee,14840,14229,29069,16793,13171,29964
2010,10,Texas,30102,38016,68118,34751,35350,70100
2010,10,United States,336532,539518,876050,374301,466494,840796
2010,10,Utah,2332,4090,6422,2959,3939,6898
2010,10,Vermont,899,1978,2876,986,1393,2380
2010,10,Virgin Islands,23,2,25,,,
2010,10,Virginia,14407,14428,28834,15565,12825,28389
2010,10,Washington,10503,10799,21302,11428,9970,21398
2010,10,West Virginia,4930,9725,14655,5453,7535,12988
2010,10,Wisconsin,6491,16686,23177,6404,11787,18191
2010,10,Wyoming,1090,2172,3263,1394,2152,3547
2010,11,Alabama,11473,19800,31273,11778,12818,24596
2010,11,Alaska,2089,3181,5270,2373,3154,5527
2010,11,Arizona,8052,7547,15599,9068,6832,15901
2010,11,Arkansas,4604,12109,16712,5112,6941,12053
2010,11,California,20326,27482,47808,22418,25530,47948
2010,11,Colorado,14211,17289,31500,14504,14725,29229
2010,11,Connecticut,4266,4369,8635,4469,3601,8070
2010,11,Delaware,914,1362,2276,972,911,1883
2010,11,District of Columbia,23,0,23,23,0,23
2010,11,Florida,31963,22847,54810,33210,18548,51758
2010,11,Georgia,8796,13156,21952,9789,9219,19009
2010,11,Guam,21,25,46,22,26,48
2010,11,Hawaii,0,0,0,,,
2010,11,Idaho,1971,4137,6108,2170,3759,5929
2010,11,Illinois,10611,15902,26512,10811,11444,22255
2010,11,Indiana,10186,16889,27075,10929,11147,22076
2010,11,Iowa,50,6824,6874,45,3762,3807
2010,11,Kansas,5800,9973,15773,5869,6600,12469
2010,11,Kentucky,8006,15019,23025,8613,10007,18620
2010,11,Louisiana,8539,18061,26600,9246,11682,20928
2010,11,Maine,2140,4305,6445,2466,3566,6033
2010,11,Mariana Islands,0,0,0,,,
2010,11,Maryland,3505,6972,10476,3639,4339,7978
2010,11,Massachusetts,2908,2590,5499,3073,2062,5134
2010,11,Michigan,1484,19360,20844,1558,12004,13562
2010,11,Minnesota,4783,12790,17572,5714,11258,16972
2010,11,Mississippi,4768,15421,20189,5096,7823,12918
2010,11,Missouri,13433,19516,32949,14938,13730,28667
2010,11,Montana,2119,4442,6560,2520,4447,6967
2010,11,Nebraska,103,4326,4430,102,2632,2734
2010,11,Nevada,4421,3971,8392,4648,3493,8141
2010,11,New Hampshire,2660,2910,5569,2750,2473,5223
2010,11,New Jersey,2401,3282,5684,2773,2417,5189
2010,11,New Mexico,3725,4421,8146,4168,3993,8161
2010,11,New York,5378,20288,25666,6051,13918,19969
2010,11,North Carolina,458,17905,18362,472,12102,12574
2010,11,North Dakota,931,3438,4368,1004,2887,3892
2010,11,Ohio,19283,25086,44368,19665,16067,35731
2010,11,Oklahoma,9810,12802,22612,9860,9102,18963
2010,11,Oregon,6932,10206,17138,7311,9300,16612
2010,11,Pennsylvania,216,73962,74177,170,58071,58241
2010,11,Puerto Rico,615,131,746,649,157,807
2010,11,Rhode Island,820,729,1549,836,640,1476
2010,11,South Carolina,8037,10145,18182,7911,6535,14446
2010,11,South Dakota,1540,5362,6902,1754,3988,5742
2010,11,Tennessee,16371,19576,35947,16693,13115,29808
2010,11,Texas,36380,46035,82415,36427,36047,72474
2010,11,United States,347599,632113,979712,370141,471894,842035
2010,11,Utah,2926,4876,7802,2739,3793,6532
2010,11,Vermont,716,1801,2517,927,1353,2279
2010,11,Virgin Islands,15,1,17,,,
2010,11,Virginia,14512,18455,32967,14914,12700,27614
2010,11,Washington,10519,10060,20579,11421,9495,20916
2010,11,West Virginia,4754,12158,16912,5297,7263,12560
2010,11,Wisconsin,5779,16648,22428,5901,11362,17263
2010,11,Wyoming,1258,2170,3429,1375,2020,3396
2010,12,Alabama,16002,27354,43355,11223,12788,24011
2010,12,Alaska,2969,4506,7474,2419,3344,5763
2010,12,Arizona,11411,11270,22681,9008,7044,16052
2010,12,Arkansas,6680,13983,20664,4877,6973,11850
2010,12,California,26971,35310,62281,24172,25619,49791
2010,12,Colorado,18060,21297,39357,15110,14836,29946
2010,12,Connecticut,4808,4784,9592,4391,3570,7961
2010,12,Delaware,1138,1526,2664,908,876,1784
2010,12,District of Columbia,28,2,30,29,2,30
2010,12,Florida,39336,31645,70981,32814,19099,51912
2010,12,Georgia,13956,21146,35102,9747,9310,19057
2010,12,Guam,30,24,54,24,20,44
2010,12,Hawaii,0,0,0,,,
2010,12,Idaho,3053,6424,9477,2175,3960,6135
2010,12,Illinois,12928,16700,29628,10965,11349,22314
2010,12,Indiana,13351,17773,31123,10880,10844,21724
2010,12,Iowa,89,6677,6766,68,3679,3747
2010,12,Kansas,7801,11953,19754,6026,6713,12739
2010,12,Kentucky,11744,18577,30320,8150,9519,17669
2010,12,Louisiana,12322,25202,37524,8940,11551,20491
2010,12,Maine,2637,4709,7346,2379,3607,5986
2010,12,Mariana Islands,0,0,0,,,
2010,12,Maryland,3785,6640,10425,3600,4213,7813
2010,12,Massachusetts,3828,2546,6374,3578,2097,5675
2010,12,Michigan,1768,16519,18286,1519,11450,12969
2010,12,Minnesota,6015,12517,18532,5390,11074,16464
2010,12,Mississippi,6879,19110,25990,4867,7679,12546
2010,12,Missouri,18034,22310,40345,14422,13644,28066
2010,12,Montana,3131,6045,9175,2575,4446,7021
2010,12,Nebraska,195,5085,5280,158,2639,2797
2010,12,Nevada,5893,5577,11470,4591,3603,8194
2010,12,New Hampshire,3098,3029,6127,2736,2480,5216
2010,12,New Jersey,2276,3127,5403,2524,2227,4751
2010,12,New Mexico,5139,6489,11628,4258,4079,8336
2010,12,New York,6027,18322,24349,5790,13373,19163
2010,12,North Carolina,559,24517,25076,446,11986,12432
2010,12,North Dakota,1138,3456,4595,1022,2862,3884
2010,12,Ohio,24415,25110,49524,19008,15683,34691
2010,12,Oklahoma,12894,16818,29712,9737,9267,19004
2010,12,Oregon,9522,13925,23446,8100,9468,17568
2010,12,Pennsylvania,139,69653,69792,131,56690,56821
2010,12,Puerto Rico,741,163,904,677,160,837
2010,12,Rhode Island,917,763,1681,837,627,1464
2010,12,South Carolina,8534,12454,20988,6280,5824,12104
2010,12,South Dakota,2114,5530,7644,1733,3879,5612
2010,12,Tennessee,21579,24973,46552,15787,12945,28732
2010,12,Texas,49689,68938,118627,34923,36196,71119
2010,12,United States,454476,745791,1200267,355691,464942,820633
2010,12,Utah,4226,7853,12079,2640,3896,6536
2010,12,Vermont,1037,1560,2597,978,1328,2306
2010,12,Virgin Islands,23,0,23,,,
2010,12,Virginia,16626,20112,36739,13395,11731,25126
2010,12,Washington,13661,14586,28247,11143,9816,20959
2010,12,West Virginia,6641,11474,18115,4816,6678,11494
2010,12,Wisconsin,6587,12515,19102,5801,11183,16984
2010,12,Wyoming,2054,3214,5268,1466,2074,3540
2011,01,Alabama,11678,11258,22936,11498,12789,24288
2011,01,Alaska,2092,2200,4292,2522,3165,5687
2011,01,Arizona,10639,7091,17730,10124,7201,17325
2011,01,Arkansas,5299,5996,11295,5075,6997,12072
2011,01,California,25760,24979,50739,25506,26330,51836
2011,01,Colorado,16488,14823,31310,15617,15252,30869
2011,01,Connecticut,4352,3565,7917,4022,3417,7440
2011,01,Delaware,965,746,1710,888,873,1761
2011,01,District of Columbia,19,0,19,18,0,18
2011,01,Florida,37514,19966,57480,35457,19229,54686
2011,01,Georgia,10561,8347,18908,9899,9351,19249
2011,01,Guam,23,23,46,21,23,43
2011,01,Hawaii,0,0,0,,,
2011,01,Idaho,2382,3605,5986,2420,4227,6647
2011,01,Illinois,12087,11381,23467,11428,11777,23205
2011,01,Indiana,13489,10102,23592,11718,10827,22544
2011,01,Iowa,99,3335,3434,79,3856,3935
2011,01,Kansas,6573,6595,13167,5749,6682,12431
2011,01,Kentucky,9094,8247,17340,8682,9590,18272
2011,01,Louisiana,9538,10282,19820,9533,12036,21568
2011,01,Maine,2245,2636,4881,2400,3636,6036
2011,01,Mariana Islands,0,1,1,,,
2011,01,Maryland,3999,4019,8018,3803,4368,8171
2011,01,Massachusetts,3714,1889,5602,3508,1901,5409
2011,01,Michigan,1568,8759,10327,1510,11403,12913
2011,01,Minnesota,5878,7865,13743,5891,11239,17130
2011,01,Mississippi,4887,6414,11301,4969,7579,12548
2011,01,Missouri,16106,12995,29102,14991,14273,29264
2011,01,Montana,2211,3212,5423,2516,4354,6870
2011,01,Nebraska,158,2531,2690,165,2758,2923
2011,01,Nevada,5056,3673,8728,5034,3878,8912
2011,01,New Hampshire,2868,2037,4905,2717,2336,5054
2011,01,New Jersey,2567,2008,4575,2735,2174,4909
2011,01,New Mexico,4078,3660,7737,4338,4006,8344
2011,01,New York,5999,10866,16865,5676,13245,18922
2011,01,North Carolina,504,11079,11583,464,12115,12578
2011,01,North Dakota,1070,2351,3421,1071,2933,4004
2011,01,Ohio,20896,13039,33935,20110,14271,34381
2011,01,Oklahoma,11712,9381,21092,10805,9593,20398
2011,01,Oregon,8529,8544,17073,8477,9725,18201
2011,01,Pennsylvania,163,53480,53643,169,55958,56127
2011,01,Puerto Rico,707,143,850,711,160,872
2011,01,Rhode Island,823,631,1454,770,633,1403
2011,01,South Carolina,6819,5139,11958,6375,5900,12275
2011,01,South Dakota,1867,3401,5268,1775,3940,5714
2011,01,Tennessee,17730,12048,29778,16488,13235,29723
2011,01,Texas,39483,33609,73093,37628,36294,73922
2011,01,United States,394820,418867,813686,381347,471936,853283
2011,01,Utah,3026,3462,6488,2855,4150,7005
2011,01,Vermont,910,934,1844,984,1273,2257
2011,01,Virgin Islands,19,4,23,,,
2011,01,Virginia,15832,11609,27442,15843,12593,28437
2011,01,Washington,12205,9300,21505,11566,10053,21619
2011,01,West Virginia,5064,5844,10909,5165,7037,12202
2011,01,Wisconsin,6122,8135,14256,6376,11017,17394
2011,01,Wyoming,1356,1628,2984,1482,2009,3491
2011,02,Alabama,15853,13393,29246,11327,13200,24526
2011,02,Alaska,2529,2596,5125,2522,3147,5669
2011,02,Arizona,13565,8160,21725,10136,7324,17459
2011,02,Arkansas,7939,7681,15620,4919,7297,12216
2011,02,California,26783,26531,53314,24467,26407,50875
2011,02,Colorado,18156,16041,34197,15425,15513,30938
2011,02,Connecticut,4825,3742,8567,4294,3573,7866
2011,02,Delaware,1156,917,2074,912,957,1868
2011,02,District of Columbia,34,2,36,26,1,27
2011,02,Florida,43552,21806,65359,35626,19505,55132
2011,02,Georgia,17188,11099,28286,10799,9995,20794
2011,02,Guam,20,23,43,19,23,42
2011,02,Hawaii,0,0,0,,,
2011,02,Idaho,3101,4297,7398,2402,4129,6531
2011,02,Illinois,13501,12549,26050,11383,11843,23226
2011,02,Indiana,15859,11384,27243,11653,11005,22658
2011,02,Iowa,116,3673,3788,80,3761,3841
2011,02,Kansas,7908,7211,15118,5704,6751,12455
2011,02,Kentucky,13957,11991,25948,8918,10057,18975
2011,02,Louisiana,11688,9280,20967,9130,11379,20509
2011,02,Maine,2494,2732,5226,2183,3395,5578
2011,02,Mariana Islands,0,0,0,,,
2011,02,Maryland,4613,4586,9199,4062,4645,8706
2011,02,Massachusetts,3726,1904,5630,3382,2083,5466
2011,02,Michigan,1724,10788,12511,1392,11315,12707
2011,02,Minnesota,7183,9324,16507,6167,11285,17452
2011,02,Mississippi,8023,7131,15155,5187,7689,12877
2011,02,Missouri,18832,14695,33527,14353,13768,28121
2011,02,Montana,3011,3967,6977,2622,4333,6956
2011,02,Nebraska,138,2396,2533,130,2721,2851
2011,02,Nevada,5913,4063,9976,4992,3863,8855
2011,02,New Hampshire,2962,2144,5106,2695,2267,4962
2011,02,New Jersey,2802,2233,5035,2720,2399,5118
2011,02,New Mexico,5443,4750,10193,4229,4172,8401
2011,02,New York,6635,12614,19249,6036,13702,19739
2011,02,North Carolina,719,14376,15095,472,12728,13200
2011,02,North Dakota,1458,2553,4011,1190,3003,4193
2011,02,Ohio,27878,17163,45042,21117,16855,37972
2011,02,Oklahoma,12388,9996,22384,9203,9407,18610
2011,02,Oregon,10826,10949,21776,8687,9948,18635
2011,02,Pennsylvania,240,65953,66193,185,62678,62863
2011,02,Puerto Rico,660,146,806,705,160,864
2011,02,Rhode Island,997,759,1756,850,713,1563
2011,02,South Carolina,11965,6666,18631,7404,6184,13588
2011,02,South Dakota,2225,3538,5763,1664,3809,5473
2011,02,Tennessee,24123,16025,40148,16837,14283,31121
2011,02,Texas,48144,35545,83689,36473,36569,73042
2011,02,United States,491296,490655,981951,383468,486137,869605
2011,02,Utah,3461,3995,7456,2682,4062,6744
2011,02,Vermont,1272,1306,2577,919,1267,2186
2011,02,Virgin Islands,30,0,30,,,
2011,02,Virginia,21662,14132,35794,16363,13575,29938
2011,02,Washington,14598,11256,25854,11843,10305,22148
2011,02,West Virginia,7847,7752,15599,5631,7359,12990
2011,02,Wisconsin,7737,10615,18352,6158,11105,17263
2011,02,Wyoming,1841,2229,4070,1521,2142,3663
2011,03,Alabama,13981,12224,26205,11575,12982,24557
2011,03,Alaska,3091,3490,6581,2776,3381,6158
2011,03,Arizona,12975,8540,21515,10705,7691,18396
2011,03,Arkansas,7147,6844,13991,5283,7588,12871
2011,03,California,32993,33355,66349,26621,28059,54681
2011,03,Colorado,20876,19129,40005,17037,17105,34142
2011,03,Connecticut,5794,4562,10355,4438,3794,8232
2011,03,Delaware,1364,968,2332,1109,912,2021
2011,03,District of Columbia,41,2,43,28,2,30
2011,03,Florida,41334,20787,62120,35252,19634,54886
2011,03,Georgia,13868,9430,23298,10863,9830,20693
2011,03,Guam,11,22,33,10,23,33
2011,03,Hawaii,0,0,0,,,
2011,03,Idaho,3461,4974,8435,2662,4454,7117
2011,03,Illinois,16941,14392,31334,12534,12156,24691
2011,03,Indiana,17643,13124,30767,12708,11680,24388
2011,03,Iowa,111,4516,4627,73,3914,3987
2011,03,Kansas,8878,8099,16977,6752,7773,14525
2011,03,Kentucky,11305,10618,21923,8910,10499,19409
2011,03,Louisiana,10870,8645,19515,9231,11466,20697
2011,03,Maine,3399,3860,7259,2463,3806,6269
2011,03,Mariana Islands,0,0,0,,,
2011,03,Maryland,5557,4718,10275,4265,4714,8978
2011,03,Massachusetts,5010,2917,7928,3795,2345,6140
2011,03,Michigan,2110,14186,16295,1554,12765,14318
2011,03,Minnesota,8980,13043,22023,6324,11711,18035
2011,03,Mississippi,6343,6063,12406,5206,7863,13069
2011,03,Missouri,21264,16170,37434,16290,15125,31415
2011,03,Montana,3626,4958,8583,2829,4666,7494
2011,03,Nebraska,185,2714,2899,159,2792,2951
2011,03,Nevada,6482,4900,11383,5115,4170,9284
2011,03,New Hampshire,3623,2869,6492,2883,2624,5507
2011,03,New Jersey,3468,2894,6362,2824,2580,5404
2011,03,New Mexico,5242,4716,9957,4165,4141,8306
2011,03,New York,8342,15744,24087,6357,14455,20812
2011,03,North Carolina,573,12049,12623,496,12577,13073
2011,03,North Dakota,1696,3109,4805,1193,3085,4278
2011,03,Ohio,29700,19027,48727,21715,17522,39237
2011,03,Oklahoma,12234,9845,22079,10124,9662,19786
2011,03,Oregon,11811,12412,24223,9154,10203,19357
2011,03,Pennsylvania,134,79229,79363,102,63969,64071
2011,03,Puerto Rico,837,183,1020,766,184,950
2011,03,Rhode Island,1166,867,2033,874,702,1576
2011,03,South Carolina,9255,5876,15132,7110,6095,13205
2011,03,South Dakota,2604,3857,6460,1906,3940,5846
2011,03,Tennessee,21396,13945,35341,18209,14070,32279
2011,03,Texas,45758,34309,80067,37905,37258,75163
2011,03,United States,504874,535446,1040320,395814,496358,892172
2011,03,Utah,3618,4574,8192,2956,4320,7276
2011,03,Vermont,1396,1739,3135,982,1458,2439
2011,03,Virgin Islands,30,3,33,,,
2011,03,Virginia,20694,13600,34295,16321,13397,29718
2011,03,Washington,15979,12386,28365,12770,10823,23593
2011,03,West Virginia,7535,7201,14736,5627,7253,12879
2011,03,Wisconsin,9770,15362,25132,7144,11778,18922
2011,03,Wyoming,2374,2400,4774,1825,2117,3942
2011,04,Alabama,10723,9524,20247,11727,13580,25306
2011,04,Alaska,3498,4105,7603,2964,3685,6649
2011,04,Arizona,10769,7414,18183,10134,7883,18017
2011,04,Arkansas,4914,5041,9955,5336,7441,12777
2011,04,California,33380,32767,66146,30218,30868,61086
2011,04,Colorado,18468,17325,35793,17506,17879,35385
2011,04,Connecticut,5060,3937,8997,4739,4143,8882
2011,04,Delaware,1015,839,1855,965,983,1947
2011,04,District of Columbia,42,3,45,39,2,41
2011,04,Florida,35306,18022,53328,35605,20666,56270
2011,04,Georgia,9688,7019,16707,10826,10522,21348
2011,04,Guam,21,26,47,23,27,50
2011,04,Hawaii,0,0,0,,,
2011,04,Idaho,2826,4605,7430,2765,5101,7866
2011,04,Illinois,13182,10981,24164,12630,12517,25147
2011,04,Indiana,12481,10722,23202,12766,13010,25776
2011,04,Iowa,66,3284,3350,67,4053,4120
2011,04,Kansas,5933,5621,11554,5867,6866,12733
2011,04,Kentucky,8566,8877,17443,9152,11121,20273
2011,04,Louisiana,8843,6842,15685,9706,12055,21761
2011,04,Maine,2833,3279,6112,2484,3716,6200
2011,04,Mariana Islands,0,0,0,,,
2011,04,Maryland,4670,4423,9093,4130,5084,9214
2011,04,Massachusetts,4529,2560,7088,4226,2517,6742
2011,04,Michigan,1844,11226,13069,1679,13194,14873
2011,04,Minnesota,8506,12713,21219,6955,12371,19326
2011,04,Mississippi,5029,4283,9313,5393,8043,13436
2011,04,Missouri,16478,13624,30102,16502,15714,32216
2011,04,Montana,3125,4877,8003,2870,5062,7932
2011,04,Nebraska,164,2071,2235,161,2785,2946
2011,04,Nevada,5156,4026,9182,5070,4087,9157
2011,04,New Hampshire,3368,3154,6522,2992,3096,6088
2011,04,New Jersey,3259,2697,5956,2818,2909,5727
2011,04,New Mexico,4579,4060,8639,4609,4439,9048
2011,04,New York,7170,15214,22384,6292,15615,21907
2011,04,North Carolina,470,9894,10364,518,13542,14059
2011,04,North Dakota,1535,3377,4912,1301,3771,5072
2011,04,Ohio,24688,16662,41350,22918,18463,41382
2011,04,Oklahoma,10948,8972,19920,10471,10200,20672
2011,04,Oregon,10612,10969,21581,9527,10876,20403
2011,04,Pennsylvania,132,68022,68154,146,70001,70147
2011,04,Puerto Rico,735,183,917,788,203,992
2011,04,Rhode Island,1016,777,1793,930,776,1707
2011,04,South Carolina,6900,4687,11587,7269,6657,13926
2011,04,South Dakota,2187,3474,5661,2019,4255,6274
2011,04,Tennessee,16014,11389,27403,17494,15862,33356
2011,04,Texas,36447,29999,66447,39011,39717,78728
2011,04,United States,418190,464296,882486,406423,534408,940831
2011,04,Utah,3511,4149,7660,3421,4778,8198
2011,04,Vermont,1194,1709,2903,1039,1594,2632
2011,04,Virgin Islands,18,1,19,,,
2011,04,Virginia,17066,12005,29072,16100,14194,30293
2011,04,Washington,13498,11075,24573,12651,11327,23978
2011,04,West Virginia,5925,6467,12392,5973,8137,14110
2011,04,Wisconsin,7897,13171,21068,7272,12435,19707
2011,04,Wyoming,1910,2152,4061,1792,2216,4007
2011,05,Alabama,10318,8384,18702,12215,13229,25444
2011,05,Alaska,2760,2936,5696,2711,3130,5841
2011,05,Arizona,8988,6139,15127,9800,7604,17404
2011,05,Arkansas,4305,4062,8368,5351,7212,12564
2011,05,California,25134,25081,50215,25353,28075,53427
2011,05,Colorado,16341,14574,30914,17675,17810,35485
2011,05,Connecticut,4451,3029,7480,4687,3822,8509
2011,05,Delaware,847,716,1563,947,996,1943
2011,05,District of Columbia,15,1,17,23,1,24
2011,05,Florida,32107,15684,47791,35299,20342,55641
2011,05,Georgia,9055,6002,15057,11363,10300,21662
2011,05,Guam,22,16,38,22,18,40
2011,05,Hawaii,0,0,0,,,
2011,05,Idaho,2320,3743,6063,2599,4669,7268
2011,05,Illinois,11200,9475,20676,12413,12799,25211
2011,05,Indiana,9854,8110,17964,11875,11830,23705
2011,05,Iowa,56,1995,2052,77,3743,3820
2011,05,Kansas,4489,4336,8825,5559,6725,12284
2011,05,Kentucky,6886,6408,13294,8757,10366,19123
2011,05,Louisiana,7875,6446,14321,9480,12141,21621
2011,05,Maine,2238,2734,4972,2514,3823,6337
2011,05,Mariana Islands,0,0,0,,,
2011,05,Maryland,4003,3412,7415,4052,4821,8873
2011,05,Massachusetts,3731,1779,5510,3939,2201,6140
2011,05,Michigan,1386,8439,9825,1521,12206,13727
2011,05,Minnesota,6424,7884,14308,6749,11707,18456
2011,05,Mississippi,4324,3790,8114,5192,7794,12985
2011,05,Missouri,13951,10282,24233,16125,15252,31378
2011,05,Montana,2759,4159,6918,2895,4804,7699
2011,05,Nebraska,89,1714,1803,92,2843,2935
2011,05,Nevada,5115,3831,8946,5337,4428,9765
2011,05,New Hampshire,2578,2351,4929,2862,2827,5689
2011,05,New Jersey,3120,2212,5332,2820,2609,5429
2011,05,New Mexico,4174,3419,7593,4488,4293,8781
2011,05,New York,5756,11036,16793,5888,14828,20716
2011,05,North Carolina,385,8132,8517,460,12627,13087
2011,05,North Dakota,1255,2577,3832,1363,3366,4730
