Incident_ID;Weapon_Type;Weapon_Caliber;Weapon_Details
20210920OHEAC;Handgun;;
20210918COWIC;Handgun;;
20210917VAHEH;Handgun;;
20210917TNAUK;Handgun;;
20210917PAWEP;Handgun;;
20210917NCPAW;Handgun;;
20210917GASWS;Handgun;;
20210916WIORM;Handgun;;
20210916UTPRP;Other;airsoft;
20210915VASPS;Other;;Stungun
20210915KYMAL;Handgun;;
20210915ILCEC;Handgun;;
20210914TNLAL;Handgun;;
20210914MOMCH;Multiple Handguns;;
20210913SCEDC;Handgun;;
20210910CONOA;Handgun;;
20210910CASTP;Other;BB;
20210909NCSHE;;;
20210909MITRF;Handgun;;
20210909ILCHC;Handgun;;
20210908MNPRB;Multiple Handguns;;
20210908ILCEC;Handgun;;
20210907TNLAL;Handgun;;
20210907PAHAH;Handgun;;
20210907MAOMG;Other;BB;
20210903NVDEL;Handgun;;
20210903NCJUC;Handgun;;
20210903CAMTH;Handgun;;
20210903CABUB;Handgun;;
20210902NMALA;Multiple Handguns;;
20210902INWEG;Handgun;;
20210902GAWOS;Handgun;;
20210902CASAL;Handgun;;
20210902CASAL;Handgun;;
20210902CASAL;Handgun;;
20210902CASAL;Handgun;;
20210902ARLIL;Handgun;;
20210901NCMTW;Handgun;;
20210901ILFRC;Handgun;;
20210830NJWEN;Handgun;;
20210830NCNEW;Handgun;;
20210830MDNEO;Handgun;;
20210830FLOKW;Other;Pellet;
20210828CASAS;Handgun;;
20210827VAFRW;Handgun;;
20210827KYAPO;Handgun;;
20210827INHAH;Handgun;;
20210826WAAKS;Multiple Handguns;;
20210826OHNOT;Handgun;;
20210826NYHAH;Handgun;;
20210822ILWER;Handgun;;
20210820NEMIO;;;
20210820CACEF;Handgun;;
20210818SCORO;Handgun;;
20210818SCORO;Handgun;;
20210815VAROD;Handgun;;
20210814SCDAH;Other;BB;
20210814ILMAC;;;
20210813NMWAA;Handgun;;
20210813GACAS;Handgun;;
20210812GALIL;Handgun;Service Weapon;
20210812CANOS;Handgun;;
20210811COMAC;;;
20210811CAOAO;Handgun;;
20210810OHEAC;Handgun;;
20210807ORGIP;;;
20210806LASTH;Handgun;;
20210805GACHD;;;
20210727WATYS;Handgun;;
20210721ILTHC;;;
20210719TXCAC;Other;BB;Hydroball gun painted black to look realistic
20210718ARFOL;Handgun;;
20210709KSCAW;Handgun;;
20210708ILBEC;Handgun;;
20210704NYDRR;;;
20210628CASLF;;;
20210624ILABR;;;
20210620CAGRM;Handgun;Service Weapon;
20210614TXEAF;Handgun;;
20210614NCROR;Multiple Handguns;;
20210614NCRJW;Handgun;;
20210614NCRJW;Rifle;.223 caliber;AR-15 style rifle
20210613PAWIP;Handgun;;
20210613PAPAC;;;
20210612MOMCF;Handgun;;
20210610CTHOW;Multiple Handguns;.40 caliber;Glock 23 with illegal high capacity magazine
20210609VAWIR;Handgun;;
20210609TXNOH;Handgun;;
20210608PAMUS;Handgun;;
20210608KSHAK;;;
20210607TXEAF;Handgun;;
20210606VADRA;Multiple Handguns;;
20210601ILLIC;Handgun;;
20210525NJPAP;Rifle;;High-powered rifle with pistol grip, scope, extended magazine, and other modifications.
20210517TXBRE;Other;BB;
20210517TNAUM;Handgun;;
20210517MDLOC;Multiple Handguns;;"One handgun was ""ghost gun"""
20210514CASAS;Handgun;;
20210511NYPSB;Handgun;;
20210511CAVEL;Other;Pellet;
20210506SCFOC;Rifle;;Military rifle taken from Army Fort
20210506IDRIR;Handgun;;
20210505SCWAW;Handgun;;
20210505MICRC;Handgun;;
20210502ILCHC;Multiple Handguns;;
20210501MNBES;Multiple Handguns;;
20210430INMAI;Handgun;;
20210429NYURB;Multiple Handguns;;
20210429CAVIV;Handgun;;
20210427TNLAM;Handgun;;
20210427DESMS;Handgun;;
20210426MNPLP;Handgun;;
20210420TXHAH;Handgun;;
20210418OHWED;Handgun;;
20210413TNMAC;Handgun;;
20210412TNAUK;;;
20210412CASAS;Rifle;;
20210412CASAS;Handgun;;
20210411INBIH;Handgun;9mm;
20210407ILPEP;Handgun;;Not loaded
20210406ILBAC;Other;BB;Assault rifle replica
20210401OKCLC;Other;BB;
20210401ALSES;Handgun;;
20210327MAPEC;;;
20210326MOCAS;Handgun;;
20210324ORFOS;Handgun;;
20210319WVSPM;Other;BB;
20210318KYGRL;Handgun;;
20210315INMEM;Multiple Handguns;;
20210313TXLEA;Handgun;;
20210311OHCIC;;;
20210309TNSAK;Handgun;;
20210309OHBIC;;;
20210308SCEDC;Handgun;;
20210301ARWAP;Handgun;.38 caliber;
20210226LAGEN;Handgun;;
20210224WAGAY;Handgun;;
20210222CAHOV;;;
20210219ILLIR;;;
20210217TNKNK;;;
20210216NCTHS;Other;Pellet;
20210214MNROM;;;
20210210TXFOF;;;
20210210NJSCP;;;
20210210LASTS;;;
20210208MISCG;;;
20210205MDBEM;;;
20210201MIMUD;Handgun;;
20210127MSHAH;Handgun;;
20210127FLHOH;Other;airsoft;Two replica airsoft handguns
20210121OKLOG;Handgun;;
20210121OHEAC;Handgun;;
20210114MDHIW;;;
20210110ILSOS;;;
20210104NYPEJ;Handgun;;
20201229WAROS;Handgun;;
20201225FLYOP;Handgun;;
20201211VATAY;Handgun;;
20201125KSABG;Handgun;;
20201124NCHEH;Handgun;;
20201117TXWEW;Handgun;;
20201117MTGRG;Other;BB;
20201116TNWIM;Handgun;;
20201113NCLIL;Handgun;9mm;
20201026GARIR;Handgun;.38 caliber;
20201020ARJAP;Handgun;.22 caliber;
20201014WAWAS;Multiple Handguns;;
20201014PABRB;Other;BB;
20201012TXNOD;Handgun;;
20201012MNSHS;Shotgun;;
20201009FLJEJ;Handgun;;
20201005OKSOM;Other;airsoft;
20201005ARKIH;Handgun;;
20201002PAMAE;Other;BB;
20200925ILROR;Handgun;;
20200924ILMCS;Other;BB;
20200924CAWAC;Multiple Handguns;;
20200924CAWAC;Multiple Rifles;;Gold plated AK-47
20200923PAWIW;Handgun;;
20200923FLHIJ;Other;BB;BB gun
20200921CAPLP;Rifle;;
20200915UTVIB;Shotgun;;
20200915SCYOR;Other;BB;BB gun
20200909PAWEW;Handgun;;
20200830TXLOD;Handgun;;
20200825MOWEC;Handgun;;
20200817MIABG;Handgun;;
20200804PAKEP;Handgun;;
20200729ILCOC;Handgun;;
20200727AZCAO;Handgun;;
20200721SCBRO;Handgun;;
20200714MIWID;Handgun;Unknown;
20200704INLAM;Handgun;Unknown;
20200701ILFRP;Handgun;Unknown;
20200630OHLAW;Rifle;.223 caliber;AK-47 style rifle
20200616FLTOM;Multiple Unknown;;
20200603IAGAD;No Data;;
20200527OHLUC;Handgun;Unknown;
20200525ALORM;Handgun;Unknown;
20200522OHMIC;No Data;;
20200519VAWEM;Handgun;Unknown;
20200515NCSTC;Handgun;Unknown;
20200505CAGOV;No Data;;
20200419NCABR;Handgun;;Glock 19 semi-automatic pistol
20200413NEMOO;Handgun;Unknown;
20200330GANAS;Handgun;Unknown;
20200324LAROM;Handgun;Unknown;
20200318LABOS;Handgun;Unknown;
20200315TXATH;Handgun;Unknown;
20200313TNPIR;Handgun;Unknown;
20200310PASHN;Multiple Unknown;.22 caliber;
20200305FLSAW;Handgun;Unknown;
20200302TXNOF;Handgun;Unknown;
20200227FLJET;Handgun;;Sig Sauer P320
20200221NMCEA;Unknown;;
20200215DCDUW;Unknown;;
20200212MOJOF;Handgun;Unknown;
20200205NHSEC;Handgun;.38 caliber;
20200204LABEA;Rifle;5.56mm;
20200203FLGEJ;Handgun;Unknown;
20200201TXHIH;Handgun;Unknown;
20200131CADEA;Handgun;Unknown;
20200128TXLUL;Handgun;.357 caliber;
20200128TNWHM;Handgun;Unknown;
20200128NYMAQ;Handgun;Unknown;
20200127WAROY;Handgun;.22 caliber;
20200123CAOXO;Handgun;Unknown;
20200121NEPAL;Other;BB;
20200121ILLIC;Handgun;Unknown;
20200119TXNOF;Multiple Handguns;Unknown;
20200117SCCAS;No Data;;
20200117MITHH;Handgun;Unknown;
20200114TXPOM;Handgun;Unknown;
20200114TXBEH;Handgun;Unknown;
20200111TXELD;Handgun;Unknown;
20200110MSMCJ;Other;BB;
20200108FLGLB;Handgun;Unknown;
20200107WASOK;Other;BB;
20191228MOMAS;No Data;;
20191221LAWES;Handgun;Unknown;
20191219FLLEN;No Data;;
20191216CTCAN;Handgun;Unknown;
20191213VAMAN;Handgun;Unknown;
20191211KSCHT;Other;BB;
20191211INEVE;Other;BB;
20191210NJSAJ;Multiple Unknown;Unknown;
20191210KSJCK;No Data;;
20191210ALDED;Handgun;Unknown;
20191204NMPIL;Handgun;Service Weapon;
20191203WITHM;Other;BB;
20191203WIOSO;Handgun;Service Weapon;
20191202WIWAW;Handgun;Unknown;
20191201ALMOM;Handgun;Unknown;
20191126WASAV;Handgun;Unknown;
20191125ILCAC;Handgun;Unknown;
20191124CASEU;Multiple Unknown;Unknown;
20191121ILRIO;Other;Pellet;
20191115NJPLP;Handgun;Unknown;
20191114CASAS;Handgun;.45 caliber;
20191113CAESL;Unknown;Service Weapon;
20191111MDACB;Handgun;Unknown;
20191108TXROD;No Data;;
20191108CAEDS;No Data;;
20191029NYNEN;Handgun;Unknown;
20191027MDLAL;Handgun;Unknown;
20191022CARIS;Handgun;Unknown;
20191018OHWOT;No Data;;
20191018GACRS;Handgun;Unknown;
20191015LAGEN;Handgun;Unknown;
20191011LARAR;Handgun;Unknown;
20191009MAGRL;Other;BB;
20191008TXWEH;No Data;;
20191008COSHS;Handgun;Unknown;
20191002GASOA;Handgun;Unknown;
20190927NCZEC;Handgun;Unknown;
20190927CADER;Multiple Handguns;;
20190920PASIP;Handgun;Unknown;
20190918MNFOC;Handgun;;Illegally carried by felon
20190916VAPHH;Handgun;Unknown;
20190916ILILK;No Data;;
20190914TXEAF;Handgun;Unknown;
20190913VAETN;Handgun;Unknown;
20190913UTGRW;Handgun;Unknown;
20190912KSMAM;No Data;;
20190910SCSOA;Handgun;Unknown;
20190906PAWEM;No Data;;
20190906PAMCJ;Handgun;Unknown;
20190906ALCEC;No Data;;
20190902MDNOB;No Data;;
20190830OHCET;Handgun;Unknown;
20190830NCKIK;Handgun;Unknown;
20190830ALLAM;Handgun;Unknown;
20190827NYROR;Handgun;Unknown;
20190827CAHOL;No Data;;
20190824PAWIP;Handgun;Unknown;
20190823MOROS;No Data;;
20190823MOPAS;Handgun;Unknown;
20190823GAPEC;No Data;;
20190820PASAC;Handgun;Service Weapon;
20190817GALAA;Handgun;Unknown;
20190815TNEAN;Handgun;9mm;
20190809NJWEN;Handgun;;
20190808ALBLM;Handgun;Unknown;
20190719CAMOS;Other;BB;
20190711CTBUH;No Data;;
20190702AKWIA;Handgun;Unknown;
20190701NYSCN;Handgun;Unknown;
20190629COJAC;Handgun;Unknown;
20190621MICAF;Handgun;Unknown;
20190613NJTAW;Handgun;.45 caliber;
20190612PAJEE;Handgun;Unknown;
20190612DCHEW;Handgun;Unknown;
20190610ILMEW;Handgun;Unknown;
20190606ILGEC;Handgun;Unknown;
20190530DCHEW;Handgun;Unknown;
20190522OHSAC;Handgun;;
20190517ORPAP;Shotgun;Unknown;
20190517FLTEJ;Handgun;Unknown;
20190508ILSEC;Handgun;Unknown;
20190507COSTH;Multiple Handguns;Unknown;
20190430VACDW;Handgun;Unknown;
20190430FLWEW;Handgun;Service Weapon;
20190426GACRF;Handgun;Unknown;
20190425GAWYS;Handgun;BB;
20190424ARCOC;Handgun;Unknown;
20190417ILWAL;Handgun;Unknown;
20190410TXROH;Multiple Unknown;Unknown;
20190407MAHOL;No Data;;
20190405WISTM;Handgun;Unknown;
20190403FLSAJ;No Data;;
20190403COAUA;Handgun;Unknown;
20190401ARPRP;Handgun;Unknown;
20190327MSSVH;Handgun;Unknown;
20190327FLMAJ;Other;BB;
20190322ALBLB;Handgun;Unknown;
20190313FLLAO;Handgun;Unknown;
20190301KSHIM;Handgun;Unknown;
20190226ALROM;Handgun;Unknown;
20190217COEAA;Handgun;Unknown;
20190214NMVR;Handgun;Unknown;
20190212MOCEK;Handgun;Unknown;
20190208MDFRB;Handgun;Unknown;
20190205MNMIM;Handgun;Unknown;
20190131TXATA;Handgun;Unknown;
20190131TNMAM;Other;Pellet;
20190130GAMIL;Handgun;Unknown;
20190127NVRER;Handgun;;Stolen.
20190125TNMAM;Other;BB;
20190125ALDAM;Handgun;Unknown;
20190123LASOS;No Data;;
20190119KSLAO;Shotgun;Unknown;
20190118NCSHD;No Data;;
20190118MOHAS;Handgun;Unknown;
20190118ALCET;Handgun;Unknown;
20190111ORCAE;Handgun;Unknown;
20190107CACEB;No Data;;
20181218DEAIG;Handgun;Unknown;
20181214MOWIK;Handgun;Unknown;
20181213INDER;Handgun;.45 caliber;.223 rifle, .45 handgun
20181213INDER;Rifle;.223 caliber;.223 rifle, .45 handgun
20181211KYCAC;Other;Pellet;
20181210NYJEJ;Handgun;Unknown;
20181128PASTP;No Data;;
20181124OHAFC;Handgun;Unknown;
20181122WAMOD;Handgun;Unknown;
20181122TXSKD;Handgun;Unknown;
20181121MIPEP;Other;BB;
20181120VASIP;Handgun;Unknown;
20181112MDEAE;Handgun;Service Weapon;
20181109GAGAM;Handgun;Unknown;
20181108CACLS;No Data;;
20181105SCACC;Other;BB;
20181104KYCRL;Handgun;Unknown;
20181029NCBUM;Handgun;Unknown;
20181026FLSAO;Handgun;;
20181025MICOD;No Data;;
20181023NHGOM;Other;Pellet;
20181022CTDUB;Handgun;Unknown;
20181020GASHS;Handgun;Unknown;
20181013TNMCN;No Data;;
20181012MIBAB;No Data;;
20181007VAVAH;Handgun;Unknown;
20181005VALAN;Handgun;Unknown;
20181005TNHAB;Handgun;Unknown;
20181004ORJAP;Handgun;Unknown;
20181003AKDEA;Handgun;Unknown;
20181002ARCHL;Handgun;Unknown;
20180928SDCHC;Handgun;Unknown;
20180927TXHEC;Handgun;Unknown;
20180926MDMAB;Handgun;Unknown;
20180924PACEP;Handgun;Unknown;
20180924NCLAC;Handgun;Unknown;
20180924GAAPB;Handgun;Unknown;
20180920CAPOP;No Data;;
20180920CACHL;Handgun;Unknown;
20180917ALBLH;Handgun;Unknown;
20180914WAMAE;Handgun;Unknown;
20180914FLBOB;Handgun;Unknown;
20180911NVCAL;Handgun;Unknown;
20180910TNFAM;No Data;;
20180910ILCHC;Handgun;Unknown;
20180909CAGIG;Handgun;Unknown;
20180907IAHED;No Data;;
20180905RIPRP;Handgun;.357 caliber;
20180903NYLUN;Handgun;Unknown;
20180831IANOE;Handgun;.22 caliber;
20180831CABAS;Handgun;Unknown;
20180830NCVIC;Handgun;Unknown;
20180830MIOTG;;;
20180829DETOD;Unknown;Unknown;
20180828COCOD;Handgun;Unknown;
20180824ILMEC;Multiple Unknown;Unknown;
20180824FLRAJ;Handgun;Unknown;
20180823ALALM;Handgun;Unknown;
20180817FLPAW;Handgun;Unknown;
20180811TNANN;Handgun;Unknown;
20180809NJLAM;No Data;;
20180804MDEDE;No Data;;
20180803IALIO;Handgun;;
20180719WAWEY;No Data;;
20180717WVHUH;Handgun;Unknown;
20180711OHMIM;No Data;;
20180703KSSUO;Handgun;Unknown;
20180701TNRAM;No Data;;
20180625OHFUS;Handgun;Unknown;
20180624MTSEM;Handgun;Unknown;
20180621TXSKD;No Data;;
20180617ORGRP;No Data;;
20180615OHVAB;No Data;;
20180601TXMCM;No Data;;
20180525INNON;Handgun;Unknown;2 handguns
20180525INNON;Handgun;Unknown;2 handguns
20180521GABEG;No Data;;
20180518TXSAS;Handgun;.38 caliber;.38 pistol, shotgun
20180518TXSAS;Shotgun;Unknown;.38 pistol, shotgun
20180518GAMOA;Handgun;Unknown;
20180517MOCEK;Handgun;Unknown;
20180516ILDID;Rifle;9mm;
20180511CAHIP;Rifle;Semiautomatic;
20180505MIFOF;Handgun;Unknown;
20180503TNWAW;No Data;;
20180503SDENW;No Data;;
20180425NMHIA;Handgun;;
20180423GABEA;Handgun;Unknown;
20180420FLFOO;Shotgun;Unknown;
20180419MIJAJ;Handgun;Unknown;
20180412MORAR;Handgun;Unknown;
20180409NYGLG;Handgun;BB;
20180329KYJOE;Handgun;Unknown;
20180328MSEUE;Handgun;9mm;
20180320MDGRG;Handgun;9mm;
20180319VADOP;No Data;;
20180316MTBIM;Handgun;Service weapon;
20180313VAGEA;Handgun;Unknown;
20180313CASES;Handgun;.45 caliber;
20180309KYFRL;Handgun;Unknown;
20180307ALHUB;Handgun;Unknown;
20180305MOKIC;No Data;;
20180228GADAD;Handgun;.38 caliber;
20180226WAOAT;Handgun;Unknown;
20180220OHJAM;Rifle;.22 caliber;
20180215FLNOC;Handgun;Service Weapon;
20180214FLMAP;Rifle;AR-15;
20180209TNPEN;Handgun;Unknown;
20180208NYTHN;Handgun;Unknown;
20180205MNHAM;Handgun;Service Weapon;
20180205MDOXO;Handgun;Unknown;
20180201CASAL;Handgun;Unknown;
20180131PALIP;Multiple Unknown;Unknown;3 different firearms discharged
20180126MIDED;No Data;;
20180125ALMUM;Handgun;.38 caliber;
20180123KYMAB;Handgun;9mm;
20180122TXITI;Handgun;.38 caliber;
20180122LANEN;No Data;;
20180116VTMOM;Handgun;Service Weapon;
20180109AZCOS;Handgun;Unknown;
20180105IAFOF;Other;Pellet;
20180104WANES;No Data;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
